,team_abbrv,team_name,box_score_data,box_score_id,season,home_team,home_team_innings_data,home_team_other_data,away_team,away_team_innings_data,away_team_other_data,team_side,result,blown_leads
0,DET_2013,Detroit Tigers,"{'home_team': {'team_name': 'Minnesota Twins', 'inning_data': {'1': '0', '2': '0', '3': '0', '4': '0', '5': '0', '6': '0', '7': '1', '8': '0', '9': '2'}, 'other_box_score_data': {'runs': '3', 'hits': '5', 'errors': '0'}}, 'away_team': {'team_name': 'Detroit Tigers', 'inning_data': {'1': '0', '2': '0', '3': '1', '4': '0', '5': '1', '6': '0', '7': '0', '8': '0', '9': '0'}, 'other_box_score_data': {'runs': '2', 'hits': '7', 'errors': '0'}}}",DET20130403,2013,Minnesota Twins,"['0', '0', '0', '0', '0', '0', '1', '0', '2']","{'runs': '3', 'hits': '5', 'errors': '0'}",Detroit Tigers,"['0', '0', '1', '0', '1', '0', '0', '0', '0']","{'runs': '2', 'hits': '7', 'errors': '0'}",away,0.0,0.0
0,nan_2013,,,,,,,,,,,,,
0,nan_2013,,,,,,,,,,,,,
0,HOU_2013,Houston Astros,"{'home_team': {'team_name': 'Houston Astros', 'inning_data': {'1': '0', '2': '0', '3': '0', '4': '2', '5': '2', '6': '3', '7': '0', '8': '1', '9': 'X'}, 'other_box_score_data': {'runs': '8', 'hits': '9', 'errors': '0'}}, 'away_team': {'team_name': 'Texas Rangers', 'inning_data': {'1': '0', '2': '0', '3': '0', '4': '0', '5': '0', '6': '2', '7': '0', '8': '0', '9': '0'}, 'other_box_score_data': {'runs': '2', 'hits': '6', 'errors': '1'}}}",HOU20130331,2013,Houston Astros,"['0', '0', '0', '2', '2', '3', '0', '1', 'X']","{'runs': '8', 'hits': '9', 'errors': '0'}",Texas Rangers,"['0', '0', '0', '0', '0', '2', '0', '0', '0']","{'runs': '2', 'hits': '6', 'errors': '1'}",home,1.0,0.0
0,HOU_2013,Houston Astros,"{'home_team': {'team_name': 'Houston Astros', 'inning_data': {'1': '0', '2': '0', '3': '0', '4': '0', '5': '0', '6': '0', '7': '0', '8': '0', '9': '0'}, 'other_box_score_data': {'runs': '0', 'hits': '2', 'errors': '0'}}, 'away_team': {'team_name': 'Texas Rangers', 'inning_data': {'1': '0', '2': '0', '3': '1', '4': '0', '5': '0', '6': '0', '7': '2', '8': '2', '9': '2'}, 'other_box_score_data': {'runs': '7', 'hits': '12', 'errors': '0'}}}",HOU20130402,2013,Houston Astros,"['0', '0', '0', '0', '0', '0', '0', '0', '0']","{'runs': '0', 'hits': '2', 'errors': '0'}",Texas Rangers,"['0', '0', '1', '0', '0', '0', '2', '2', '2']","{'runs': '7', 'hits': '12', 'errors': '0'}",home,0.0,0.0
0,nan_2013,,,,,,,,,,,,,
0,nan_2013,,,,,,,,,,,,,
0,KCR_2013,Kansas City Royals,"{'home_team': {'team_name': 'Chicago White Sox', 'inning_data': {'1': '0', '2': '0', '3': '0', '4': '0', '5': '1', '6': '0', '7': '0', '8': '0', '9': 'X'}, 'other_box_score_data': {'runs': '1', 'hits': '8', 'errors': '0'}}, 'away_team': {'team_name': 'Kansas City Royals', 'inning_data': {'1': '0', '2': '0', '3': '0', '4': '0', '5': '0', '6': '0', '7': '0', '8': '0', '9': '0'}, 'other_box_score_data': {'runs': '0', 'hits': '7', 'errors': '0'}}}",KCR20130401,2013,Chicago White Sox,"['0', '0', '0', '0', '1', '0', '0', '0', 'X']","{'runs': '1', 'hits': '8', 'errors': '0'}",Kansas City Royals,"['0', '0', '0', '0', '0', '0', '0', '0', '0']","{'runs': '0', 'hits': '7', 'errors': '0'}",away,0.0,0.0
0,KCR_2013,Kansas City Royals,"{'home_team': {'team_name': 'Chicago White Sox', 'inning_data': {'1': '0', '2': '1', '3': '1', '4': '2', '5': '0', '6': '0', '7': '1', '8': '0', '9': 'X'}, 'other_box_score_data': {'runs': '5', 'hits': '8', 'errors': '3'}}, 'away_team': {'team_name': 'Kansas City Royals', 'inning_data': {'1': '0', '2': '0', '3': '1', '4': '0', '5': '0', '6': '1', '7': '0', '8': '0', '9': '0'}, 'other_box_score_data': {'runs': '2', 'hits': '5', 'errors': '0'}}}",KCR20130403,2013,Chicago White Sox,"['0', '1', '1', '2', '0', '0', '1', '0', 'X']","{'runs': '5', 'hits': '8', 'errors': '3'}",Kansas City Royals,"['0', '0', '1', '0', '0', '1', '0', '0', '0']","{'runs': '2', 'hits': '5', 'errors': '0'}",away,0.0,0.0
0,nan_2013,,,,,,,,,,,,,
0,nan_2013,,,,,,,,,,,,,
0,LAA_2013,Los Angeles Angels of Anaheim,"{'home_team': {'team_name': 'Cincinnati Reds', 'inning_data': {'1': '0', '2': '0', '3': '1', '4': '0', '5': '0', '6': '0', '7': '0', '8': '0', '9': '0', '10': '0', '11': '0', '12': '0', '13': '0'}, 'other_box_score_data': {'runs': '1', 'hits': '3', 'errors': '1'}}, 'away_team': {'team_name': 'Los Angeles Angels of Anaheim', 'inning_data': {'1': '0', '2': '0', '3': '1', '4': '0', '5': '0', '6': '0', '7': '0', '8': '0', '9': '0', '10': '0', '11': '0', '12': '0', '13': '2'}, 'other_box_score_data': {'runs': '3', 'hits': '6', 'errors': '3'}}}",LAA20130401,2013,Cincinnati Reds,"['0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","{'runs': '1', 'hits': '3', 'errors': '1'}",Los Angeles Angels of Anaheim,"['0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2']","{'runs': '3', 'hits': '6', 'errors': '3'}",away,1.0,0.0
0,LAA_2013,Los Angeles Angels of Anaheim,"{'home_team': {'team_name': 'Cincinnati Reds', 'inning_data': {'1': '0', '2': '0', '3': '0', '4': '4', '5': '0', '6': '0', '7': '0', '8': '0', '9': '1'}, 'other_box_score_data': {'runs': '5', 'hits': '6', 'errors': '1'}}, 'away_team': {'team_name': 'Los Angeles Angels of Anaheim', 'inning_data': {'1': '0', '2': '0', '3': '0', '4': '0', '5': '1', '6': '0', '7': '2', '8': '1', '9': '0'}, 'other_box_score_data': {'runs': '4', 'hits': '9', 'errors': '2'}}}",LAA20130403,2013,Cincinnati Reds,"['0', '0', '0', '4', '0', '0', '0', '0', '1']","{'runs': '5', 'hits': '6', 'errors': '1'}",Los Angeles Angels of Anaheim,"['0', '0', '0', '0', '1', '0', '2', '1', '0']","{'runs': '4', 'hits': '9', 'errors': '2'}",away,0.0,0.0
0,nan_2013,,,,,,,,,,,,,
0,nan_2013,,,,,,,,,,,,,
0,LAD_2013,Los Angeles Dodgers,"{'home_team': {'team_name': 'Los Angeles Dodgers', 'inning_data': {'1': '0', '2': '0', '3': '0', '4': '0', '5': '0', '6': '0', '7': '0', '8': '4', '9': 'X'}, 'other_box_score_data': {'runs': '4', 'hits': '7', 'errors': '0'}}, 'away_team': {'team_name': 'San Francisco Giants', 'inning_data': {'1': '0', '2': '0', '3': '0', '4': '0', '5': '0', '6': '0', '7': '0', '8': '0', '9': '0'}, 'other_box_score_data': {'runs': '0', 'hits': '4', 'errors': '0'}}}",LAD20130401,2013,Los Angeles Dodgers,"['0', '0', '0', '0', '0', '0', '0', '4', 'X']","{'runs': '4', 'hits': '7', 'errors': '0'}",San Francisco Giants,"['0', '0', '0', '0', '0', '0', '0', '0', '0']","{'runs': '0', 'hits': '4', 'errors': '0'}",home,1.0,0.0
0,LAD_2013,Los Angeles Dodgers,"{'home_team': {'team_name': 'Los Angeles Dodgers', 'inning_data': {'1': '0', '2': '0', '3': '0', '4': '0', '5': '0', '6': '0', '7': '0', '8': '0', '9': '0'}, 'other_box_score_data': {'runs': '0', 'hits': '2', 'errors': '2'}}, 'away_team': {'team_name': 'San Francisco Giants', 'inning_data': {'1': '0', '2': '0', '3': '0', '4': '1', '5': '0', '6': '0', '7': '2', '8': '0', '9': '0'}, 'other_box_score_data': {'runs': '3', 'hits': '10', 'errors': '0'}}}",LAD20130402,2013,Los Angeles Dodgers,"['0', '0', '0', '0', '0', '0', '0', '0', '0']","{'runs': '0', 'hits': '2', 'errors': '2'}",San Francisco Giants,"['0', '0', '0', '1', '0', '0', '2', '0', '0']","{'runs': '3', 'hits': '10', 'errors': '0'}",home,0.0,0.0
0,nan_2013,,,,,,,,,,,,,
0,nan_2013,,,,,,,,,,,,,
0,MIA_2013,Miami Marlins,"{'home_team': {'team_name': 'Washington Nationals', 'inning_data': {'1': '1', '2': '0', '3': '0', '4': '1', '5': '0', '6': '0', '7': '0', '8': '0', '9': 'X'}, 'other_box_score_data': {'runs': '2', 'hits': '5', 'errors': '0'}}, 'away_team': {'team_name': 'Miami Marlins', 'inning_data': {'1': '0', '2': '0', '3': '0', '4': '0', '5': '0', '6': '0', '7': '0', '8': '0', '9': '0'}, 'other_box_score_data': {'runs': '0', 'hits': '3', 'errors': '0'}}}",MIA20130401,2013,Washington Nationals,"['1', '0', '0', '1', '0', '0', '0', '0', 'X']","{'runs': '2', 'hits': '5', 'errors': '0'}",Miami Marlins,"['0', '0', '0', '0', '0', '0', '0', '0', '0']","{'runs': '0', 'hits': '3', 'errors': '0'}",away,0.0,0.0
0,MIA_2013,Miami Marlins,"{'home_team': {'team_name': 'Washington Nationals', 'inning_data': {'1': '0', '2': '0', '3': '0', '4': '0', '5': '1', '6': '0', '7': '1', '8': '1', '9': 'X'}, 'other_box_score_data': {'runs': '3', 'hits': '6', 'errors': '1'}}, 'away_team': {'team_name': 'Miami Marlins', 'inning_data': {'1': '0', '2': '0', '3': '0', '4': '0', '5': '0', '6': '0', '7': '0', '8': '0', '9': '0'}, 'other_box_score_data': {'runs': '0', 'hits': '4', 'errors': '1'}}}",MIA20130403,2013,Washington Nationals,"['0', '0', '0', '0', '1', '0', '1', '1', 'X']","{'runs': '3', 'hits': '6', 'errors': '1'}",Miami Marlins,"['0', '0', '0', '0', '0', '0', '0', '0', '0']","{'runs': '0', 'hits': '4', 'errors': '1'}",away,0.0,0.0
0,nan_2013,,,,,,,,,,,,,
0,nan_2013,,,,,,,,,,,,,
0,MIL_2013,Milwaukee Brewers,"{'home_team': {'team_name': 'Milwaukee Brewers', 'inning_data': {'1': '0', '2': '0', '3': '1', '4': '0', '5': '0', '6': '0', '7': '0', '8': '3', '9': '0', '10': '1'}, 'other_box_score_data': {'runs': '5', 'hits': '8', 'errors': '0'}}, 'away_team': {'team_name': 'Colorado Rockies', 'inning_data': {'1': '0', '2': '0', '3': '2', '4': '0', '5': '1', '6': '0', '7': '0', '8': '0', '9': '1', '10': '0'}, 'other_box_score_data': {'runs': '4', 'hits': '12', 'errors': '0'}}}",MIL20130401,2013,Milwaukee Brewers,"['0', '0', '1', '0', '0', '0', '0', '3', '0', '1']","{'runs': '5', 'hits': '8', 'errors': '0'}",Colorado Rockies,"['0', '0', '2', '0', '1', '0', '0', '0', '1', '0']","{'runs': '4', 'hits': '12', 'errors': '0'}",home,1.0,0.0
0,MIL_2013,Milwaukee Brewers,"{'home_team': {'team_name': 'Milwaukee Brewers', 'inning_data': {'1': '0', '2': '2', '3': '2', '4': '0', '5': '0', '6': '0', '7': '0', '8': '0', '9': '0'}, 'other_box_score_data': {'runs': '4', 'hits': '9', 'errors': '0'}}, 'away_team': {'team_name': 'Colorado Rockies', 'inning_data': {'1': '0', '2': '1', '3': '1', '4': '0', '5': '2', '6': '0', '7': '3', '8': '1', '9': '0'}, 'other_box_score_data': {'runs': '8', 'hits': '14', 'errors': '2'}}}",MIL20130402,2013,Milwaukee Brewers,"['0', '2', '2', '0', '0', '0', '0', '0', '0']","{'runs': '4', 'hits': '9', 'errors': '0'}",Colorado Rockies,"['0', '1', '1', '0', '2', '0', '3', '1', '0']","{'runs': '8', 'hits': '14', 'errors': '2'}",home,0.0,0.0
0,nan_2013,,,,,,,,,,,,,
0,nan_2013,,,,,,,,,,,,,
0,MIN_2013,Minnesota Twins,"{'home_team': {'team_name': 'Minnesota Twins', 'inning_data': {'1': '0', '2': '0', '3': '0', '4': '0', '5': '0', '6': '1', '7': '1', '8': '0', '9': '0'}, 'other_box_score_data': {'runs': '2', 'hits': '8', 'errors': '1'}}, 'away_team': {'team_name': 'Detroit Tigers', 'inning_data': {'1': '2', '2': '1', '3': '0', '4': '0', '5': '0', '6': '0', '7': '0', '8': '1', '9': '0'}, 'other_box_score_data': {'runs': '4', 'hits': '9', 'errors': '0'}}}",MIN20130401,2013,Minnesota Twins,"['0', '0', '0', '0', '0', '1', '1', '0', '0']","{'runs': '2', 'hits': '8', 'errors': '1'}",Detroit Tigers,"['2', '1', '0', '0', '0', '0', '0', '1', '0']","{'runs': '4', 'hits': '9', 'errors': '0'}",home,0.0,0.0
0,MIN_2013,Minnesota Twins,"{'home_team': {'team_name': 'Minnesota Twins', 'inning_data': {'1': '0', '2': '0', '3': '0', '4': '0', '5': '0', '6': '0', '7': '1', '8': '0', '9': '2'}, 'other_box_score_data': {'runs': '3', 'hits': '5', 'errors': '0'}}, 'away_team': {'team_name': 'Detroit Tigers', 'inning_data': {'1': '0', '2': '0', '3': '1', '4': '0', '5': '1', '6': '0', '7': '0', '8': '0', '9': '0'}, 'other_box_score_data': {'runs': '2', 'hits': '7', 'errors': '0'}}}",MIN20130403,2013,Minnesota Twins,"['0', '0', '0', '0', '0', '0', '1', '0', '2']","{'runs': '3', 'hits': '5', 'errors': '0'}",Detroit Tigers,"['0', '0', '1', '0', '1', '0', '0', '0', '0']","{'runs': '2', 'hits': '7', 'errors': '0'}",home,1.0,0.0
0,nan_2013,,,,,,,,,,,,,
0,nan_2013,,,,,,,,,,,,,
0,NYM_2013,New York Mets,"{'home_team': {'team_name': 'New York Mets', 'inning_data': {'1': '0', '2': '2', '3': '2', '4': '3', '5': '0', '6': '0', '7': '4', '8': '0', '9': 'X'}, 'other_box_score_data': {'runs': '11', 'hits': '13', 'errors': '1'}}, 'away_team': {'team_name': 'San Diego Padres', 'inning_data': {'1': '0', '2': '0', '3': '1', '4': '0', '5': '0', '6': '1', '7': '0', '8': '0', '9': '0'}, 'other_box_score_data': {'runs': '2', 'hits': '4', 'errors': '1'}}}",NYM20130401,2013,New York Mets,"['0', '2', '2', '3', '0', '0', '4', '0', 'X']","{'runs': '11', 'hits': '13', 'errors': '1'}",San Diego Padres,"['0', '0', '1', '0', '0', '1', '0', '0', '0']","{'runs': '2', 'hits': '4', 'errors': '1'}",home,0.0,0.0
0,NYM_2013,New York Mets,"{'home_team': {'team_name': 'New York Mets', 'inning_data': {'1': '0', '2': '2', '3': '0', '4': '2', '5': '4', '6': '0', '7': '0', '8': '0', '9': 'X'}, 'other_box_score_data': {'runs': '8', 'hits': '8', 'errors': '1'}}, 'away_team': {'team_name': 'San Diego Padres', 'inning_data': {'1': '0', '2': '0', '3': '0', '4': '0', '5': '0', '6': '0', '7': '0', '8': '1', '9': '3'}, 'other_box_score_data': {'runs': '4', 'hits': '6', 'errors': '1'}}}",NYM20130403,2013,New York Mets,"['0', '2', '0', '2', '4', '0', '0', '0', 'X']","{'runs': '8', 'hits': '8', 'errors': '1'}",San Diego Padres,"['0', '0', '0', '0', '0', '0', '0', '1', '3']","{'runs': '4', 'hits': '6', 'errors': '1'}",home,1.0,0.0
0,nan_2013,,,,,,,,,,,,,
0,nan_2013,,,,,,,,,,,,,
0,NYY_2013,New York Yankees,"{'home_team': {'team_name': 'New York Yankees', 'inning_data': {'1': '0', '2': '0', '3': '0', '4': '2', '5': '0', '6': '0', '7': '0', '8': '0', '9': '0'}, 'other_box_score_data': {'runs': '2', 'hits': '6', 'errors': '0'}}, 'away_team': {'team_name': 'Boston Red Sox', 'inning_data': {'1': '0', '2': '4', '3': '0', '4': '0', '5': '0', '6': '0', '7': '1', '8': '0', '9': '3'}, 'other_box_score_data': {'runs': '8', 'hits': '13', 'errors': '0'}}}",NYY20130401,2013,New York Yankees,"['0', '0', '0', '2', '0', '0', '0', '0', '0']","{'runs': '2', 'hits': '6', 'errors': '0'}",Boston Red Sox,"['0', '4', '0', '0', '0', '0', '1', '0', '3']","{'runs': '8', 'hits': '13', 'errors': '0'}",home,0.0,0.0
0,NYY_2013,New York Yankees,"{'home_team': {'team_name': 'New York Yankees', 'inning_data': {'1': '0', '2': '0', '3': '0', '4': '1', '5': '0', '6': '0', '7': '0', '8': '3', '9': '0'}, 'other_box_score_data': {'runs': '4', 'hits': '9', 'errors': '0'}}, 'away_team': {'team_name': 'Boston Red Sox', 'inning_data': {'1': '1', '2': '1', '3': '4', '4': '0', '5': '0', '6': '1', '7': '0', '8': '0', '9': '0'}, 'other_box_score_data': {'runs': '7', 'hits': '14', 'errors': '0'}}}",NYY20130403,2013,New York Yankees,"['0', '0', '0', '1', '0', '0', '0', '3', '0']","{'runs': '4', 'hits': '9', 'errors': '0'}",Boston Red Sox,"['1', '1', '4', '0', '0', '1', '0', '0', '0']","{'runs': '7', 'hits': '14', 'errors': '0'}",home,0.0,0.0
0,nan_2013,,,,,,,,,,,,,
0,nan_2013,,,,,,,,,,,,,
0,OAK_2013,Oakland Athletics,"{'home_team': {'team_name': 'Oakland Athletics', 'inning_data': {'1': '0', '2': '0', '3': '0', '4': '0', '5': '0', '6': '0', '7': '0', '8': '0', '9': '0'}, 'other_box_score_data': {'runs': '0', 'hits': '3', 'errors': '1'}}, 'away_team': {'team_name': 'Seattle Mariners', 'inning_data': {'1': '0', '2': '0', '3': '0', '4': '0', '5': '2', '6': '0', '7': '0', '8': '0', '9': '0'}, 'other_box_score_data': {'runs': '2', 'hits': '5', 'errors': '0'}}}",OAK20130401,2013,Oakland Athletics,"['0', '0', '0', '0', '0', '0', '0', '0', '0']","{'runs': '0', 'hits': '3', 'errors': '1'}",Seattle Mariners,"['0', '0', '0', '0', '2', '0', '0', '0', '0']","{'runs': '2', 'hits': '5', 'errors': '0'}",home,0.0,0.0
