,team_abbrv,team_name,box_score_data,box_score_id,season,home_team,home_team_innings_data,home_team_other_data,away_team,away_team_innings_data,away_team_other_data,team_side,result,blown_leads
0,OAK_2013,Oakland Athletics,"{'home_team': {'team_name': 'Oakland Athletics', 'inning_data': {'1': '0', '2': '1', '3': '0', '4': '0', '5': '0', '6': '0', '7': '0', '8': '0', '9': '0'}, 'other_box_score_data': {'runs': '1', 'hits': '3', 'errors': '0'}}, 'away_team': {'team_name': 'Seattle Mariners', 'inning_data': {'1': '0', '2': '0', '3': '3', '4': '0', '5': '1', '6': '0', '7': '1', '8': '1', '9': '1'}, 'other_box_score_data': {'runs': '7', 'hits': '9', 'errors': '0'}}}",OAK20130402,2013,Oakland Athletics,"['0', '1', '0', '0', '0', '0', '0', '0', '0']","{'runs': '1', 'hits': '3', 'errors': '0'}",Seattle Mariners,"['0', '0', '3', '0', '1', '0', '1', '1', '1']","{'runs': '7', 'hits': '9', 'errors': '0'}",home,0.0,0.0
0,nan_2013,,,,,,,,,,,,,
0,nan_2013,,,,,,,,,,,,,
0,PHI_2013,Philadelphia Phillies,"{'home_team': {'team_name': 'Atlanta Braves', 'inning_data': {'1': '2', '2': '1', '3': '1', '4': '0', '5': '1', '6': '2', '7': '0', '8': '0', '9': 'X'}, 'other_box_score_data': {'runs': '7', 'hits': '10', 'errors': '0'}}, 'away_team': {'team_name': 'Philadelphia Phillies', 'inning_data': {'1': '0', '2': '0', '3': '0', '4': '1', '5': '2', '6': '0', '7': '1', '8': '1', '9': '0'}, 'other_box_score_data': {'runs': '5', 'hits': '10', 'errors': '0'}}}",PHI20130401,2013,Atlanta Braves,"['2', '1', '1', '0', '1', '2', '0', '0', 'X']","{'runs': '7', 'hits': '10', 'errors': '0'}",Philadelphia Phillies,"['0', '0', '0', '1', '2', '0', '1', '1', '0']","{'runs': '5', 'hits': '10', 'errors': '0'}",away,0.0,0.0
0,PHI_2013,Philadelphia Phillies,"{'home_team': {'team_name': 'Atlanta Braves', 'inning_data': {'1': '3', '2': '0', '3': '0', '4': '4', '5': '0', '6': '0', '7': '0', '8': '2', '9': 'X'}, 'other_box_score_data': {'runs': '9', 'hits': '9', 'errors': '1'}}, 'away_team': {'team_name': 'Philadelphia Phillies', 'inning_data': {'1': '0', '2': '0', '3': '0', '4': '0', '5': '0', '6': '0', '7': '2', '8': '0', '9': '0'}, 'other_box_score_data': {'runs': '2', 'hits': '9', 'errors': '0'}}}",PHI20130403,2013,Atlanta Braves,"['3', '0', '0', '4', '0', '0', '0', '2', 'X']","{'runs': '9', 'hits': '9', 'errors': '1'}",Philadelphia Phillies,"['0', '0', '0', '0', '0', '0', '2', '0', '0']","{'runs': '2', 'hits': '9', 'errors': '0'}",away,0.0,0.0
0,nan_2013,,,,,,,,,,,,,
0,nan_2013,,,,,,,,,,,,,
0,PIT_2013,Pittsburgh Pirates,"{'home_team': {'team_name': 'Pittsburgh Pirates', 'inning_data': {'1': '0', '2': '0', '3': '0', '4': '0', '5': '0', '6': '0', '7': '0', '8': '0', '9': '1'}, 'other_box_score_data': {'runs': '1', 'hits': '3', 'errors': '1'}}, 'away_team': {'team_name': 'Chicago Cubs', 'inning_data': {'1': '2', '2': '0', '3': '0', '4': '0', '5': '0', '6': '1', '7': '0', '8': '0', '9': '0'}, 'other_box_score_data': {'runs': '3', 'hits': '6', 'errors': '1'}}}",PIT20130401,2013,Pittsburgh Pirates,"['0', '0', '0', '0', '0', '0', '0', '0', '1']","{'runs': '1', 'hits': '3', 'errors': '1'}",Chicago Cubs,"['2', '0', '0', '0', '0', '1', '0', '0', '0']","{'runs': '3', 'hits': '6', 'errors': '1'}",home,0.0,0.0
0,PIT_2013,Pittsburgh Pirates,"{'home_team': {'team_name': 'Pittsburgh Pirates', 'inning_data': {'1': '0', '2': '0', '3': '0', '4': '2', '5': '0', '6': '0', '7': '1', '8': '0', '9': 'X'}, 'other_box_score_data': {'runs': '3', 'hits': '6', 'errors': '0'}}, 'away_team': {'team_name': 'Chicago Cubs', 'inning_data': {'1': '0', '2': '0', '3': '0', '4': '0', '5': '0', '6': '0', '7': '0', '8': '0', '9': '0'}, 'other_box_score_data': {'runs': '0', 'hits': '2', 'errors': '1'}}}",PIT20130403,2013,Pittsburgh Pirates,"['0', '0', '0', '2', '0', '0', '1', '0', 'X']","{'runs': '3', 'hits': '6', 'errors': '0'}",Chicago Cubs,"['0', '0', '0', '0', '0', '0', '0', '0', '0']","{'runs': '0', 'hits': '2', 'errors': '1'}",home,1.0,0.0
0,nan_2013,,,,,,,,,,,,,
0,nan_2013,,,,,,,,,,,,,
0,SDP_2013,San Diego Padres,"{'home_team': {'team_name': 'New York Mets', 'inning_data': {'1': '0', '2': '2', '3': '2', '4': '3', '5': '0', '6': '0', '7': '4', '8': '0', '9': 'X'}, 'other_box_score_data': {'runs': '11', 'hits': '13', 'errors': '1'}}, 'away_team': {'team_name': 'San Diego Padres', 'inning_data': {'1': '0', '2': '0', '3': '1', '4': '0', '5': '0', '6': '1', '7': '0', '8': '0', '9': '0'}, 'other_box_score_data': {'runs': '2', 'hits': '4', 'errors': '1'}}}",SDP20130401,2013,New York Mets,"['0', '2', '2', '3', '0', '0', '4', '0', 'X']","{'runs': '11', 'hits': '13', 'errors': '1'}",San Diego Padres,"['0', '0', '1', '0', '0', '1', '0', '0', '0']","{'runs': '2', 'hits': '4', 'errors': '1'}",away,1.0,0.0
0,SDP_2013,San Diego Padres,"{'home_team': {'team_name': 'New York Mets', 'inning_data': {'1': '0', '2': '2', '3': '0', '4': '2', '5': '4', '6': '0', '7': '0', '8': '0', '9': 'X'}, 'other_box_score_data': {'runs': '8', 'hits': '8', 'errors': '1'}}, 'away_team': {'team_name': 'San Diego Padres', 'inning_data': {'1': '0', '2': '0', '3': '0', '4': '0', '5': '0', '6': '0', '7': '0', '8': '1', '9': '3'}, 'other_box_score_data': {'runs': '4', 'hits': '6', 'errors': '1'}}}",SDP20130403,2013,New York Mets,"['0', '2', '0', '2', '4', '0', '0', '0', 'X']","{'runs': '8', 'hits': '8', 'errors': '1'}",San Diego Padres,"['0', '0', '0', '0', '0', '0', '0', '1', '3']","{'runs': '4', 'hits': '6', 'errors': '1'}",away,0.0,0.0
0,nan_2013,,,,,,,,,,,,,
0,nan_2013,,,,,,,,,,,,,
0,SEA_2013,Seattle Mariners,"{'home_team': {'team_name': 'Oakland Athletics', 'inning_data': {'1': '0', '2': '0', '3': '0', '4': '0', '5': '0', '6': '0', '7': '0', '8': '0', '9': '0'}, 'other_box_score_data': {'runs': '0', 'hits': '3', 'errors': '1'}}, 'away_team': {'team_name': 'Seattle Mariners', 'inning_data': {'1': '0', '2': '0', '3': '0', '4': '0', '5': '2', '6': '0', '7': '0', '8': '0', '9': '0'}, 'other_box_score_data': {'runs': '2', 'hits': '5', 'errors': '0'}}}",SEA20130401,2013,Oakland Athletics,"['0', '0', '0', '0', '0', '0', '0', '0', '0']","{'runs': '0', 'hits': '3', 'errors': '1'}",Seattle Mariners,"['0', '0', '0', '0', '2', '0', '0', '0', '0']","{'runs': '2', 'hits': '5', 'errors': '0'}",away,1.0,0.0
0,SEA_2013,Seattle Mariners,"{'home_team': {'team_name': 'Oakland Athletics', 'inning_data': {'1': '0', '2': '1', '3': '0', '4': '0', '5': '0', '6': '0', '7': '0', '8': '0', '9': '0'}, 'other_box_score_data': {'runs': '1', 'hits': '3', 'errors': '0'}}, 'away_team': {'team_name': 'Seattle Mariners', 'inning_data': {'1': '0', '2': '0', '3': '3', '4': '0', '5': '1', '6': '0', '7': '1', '8': '1', '9': '1'}, 'other_box_score_data': {'runs': '7', 'hits': '9', 'errors': '0'}}}",SEA20130402,2013,Oakland Athletics,"['0', '1', '0', '0', '0', '0', '0', '0', '0']","{'runs': '1', 'hits': '3', 'errors': '0'}",Seattle Mariners,"['0', '0', '3', '0', '1', '0', '1', '1', '1']","{'runs': '7', 'hits': '9', 'errors': '0'}",away,1.0,0.0
0,nan_2013,,,,,,,,,,,,,
0,nan_2013,,,,,,,,,,,,,
0,SFG_2013,San Francisco Giants,"{'home_team': {'team_name': 'Los Angeles Dodgers', 'inning_data': {'1': '0', '2': '0', '3': '0', '4': '0', '5': '0', '6': '0', '7': '0', '8': '4', '9': 'X'}, 'other_box_score_data': {'runs': '4', 'hits': '7', 'errors': '0'}}, 'away_team': {'team_name': 'San Francisco Giants', 'inning_data': {'1': '0', '2': '0', '3': '0', '4': '0', '5': '0', '6': '0', '7': '0', '8': '0', '9': '0'}, 'other_box_score_data': {'runs': '0', 'hits': '4', 'errors': '0'}}}",SFG20130401,2013,Los Angeles Dodgers,"['0', '0', '0', '0', '0', '0', '0', '4', 'X']","{'runs': '4', 'hits': '7', 'errors': '0'}",San Francisco Giants,"['0', '0', '0', '0', '0', '0', '0', '0', '0']","{'runs': '0', 'hits': '4', 'errors': '0'}",away,0.0,0.0
0,SFG_2013,San Francisco Giants,"{'home_team': {'team_name': 'Los Angeles Dodgers', 'inning_data': {'1': '0', '2': '0', '3': '0', '4': '0', '5': '0', '6': '0', '7': '0', '8': '0', '9': '0'}, 'other_box_score_data': {'runs': '0', 'hits': '2', 'errors': '2'}}, 'away_team': {'team_name': 'San Francisco Giants', 'inning_data': {'1': '0', '2': '0', '3': '0', '4': '1', '5': '0', '6': '0', '7': '2', '8': '0', '9': '0'}, 'other_box_score_data': {'runs': '3', 'hits': '10', 'errors': '0'}}}",SFG20130402,2013,Los Angeles Dodgers,"['0', '0', '0', '0', '0', '0', '0', '0', '0']","{'runs': '0', 'hits': '2', 'errors': '2'}",San Francisco Giants,"['0', '0', '0', '1', '0', '0', '2', '0', '0']","{'runs': '3', 'hits': '10', 'errors': '0'}",away,1.0,0.0
0,nan_2013,,,,,,,,,,,,,
0,nan_2013,,,,,,,,,,,,,
0,STL_2013,St. Louis Cardinals,"{'home_team': {'team_name': 'Arizona Diamondbacks', 'inning_data': {'1': '0', '2': '0', '3': '0', '4': '3', '5': '1', '6': '0', '7': '2', '8': '0', '9': 'X'}, 'other_box_score_data': {'runs': '6', 'hits': '15', 'errors': '0'}}, 'away_team': {'team_name': 'St. Louis Cardinals', 'inning_data': {'1': '1', '2': '0', '3': '0', '4': '0', '5': '0', '6': '0', '7': '1', '8': '0', '9': '0'}, 'other_box_score_data': {'runs': '2', 'hits': '5', 'errors': '1'}}}",STL20130401,2013,Arizona Diamondbacks,"['0', '0', '0', '3', '1', '0', '2', '0', 'X']","{'runs': '6', 'hits': '15', 'errors': '0'}",St. Louis Cardinals,"['1', '0', '0', '0', '0', '0', '1', '0', '0']","{'runs': '2', 'hits': '5', 'errors': '1'}",away,0.0,0.0
0,STL_2013,St. Louis Cardinals,"{'home_team': {'team_name': 'Arizona Diamondbacks', 'inning_data': {'1': '0', '2': '1', '3': '0', '4': '0', '5': '0', '6': '0', '7': '0', '8': '0', '9': '0'}, 'other_box_score_data': {'runs': '1', 'hits': '3', 'errors': '0'}}, 'away_team': {'team_name': 'St. Louis Cardinals', 'inning_data': {'1': '0', '2': '0', '3': '0', '4': '1', '5': '0', '6': '2', '7': '3', '8': '0', '9': '0'}, 'other_box_score_data': {'runs': '6', 'hits': '10', 'errors': '1'}}}",STL20130402,2013,Arizona Diamondbacks,"['0', '1', '0', '0', '0', '0', '0', '0', '0']","{'runs': '1', 'hits': '3', 'errors': '0'}",St. Louis Cardinals,"['0', '0', '0', '1', '0', '2', '3', '0', '0']","{'runs': '6', 'hits': '10', 'errors': '1'}",away,1.0,0.0
0,nan_2013,,,,,,,,,,,,,
0,nan_2013,,,,,,,,,,,,,
0,TBR_2013,Tampa Bay Rays,"{'home_team': {'team_name': 'Tampa Bay Rays', 'inning_data': {'1': '0', '2': '0', '3': '0', '4': '1', '5': '0', '6': '2', '7': '0', '8': '1', '9': '0'}, 'other_box_score_data': {'runs': '4', 'hits': '6', 'errors': '0'}}, 'away_team': {'team_name': 'Baltimore Orioles', 'inning_data': {'1': '2', '2': '0', '3': '0', '4': '0', '5': '0', '6': '0', '7': '5', '8': '0', '9': '0'}, 'other_box_score_data': {'runs': '7', 'hits': '13', 'errors': '1'}}}",TBR20130402,2013,Tampa Bay Rays,"['0', '0', '0', '1', '0', '2', '0', '1', '0']","{'runs': '4', 'hits': '6', 'errors': '0'}",Baltimore Orioles,"['2', '0', '0', '0', '0', '0', '5', '0', '0']","{'runs': '7', 'hits': '13', 'errors': '1'}",home,0.0,0.0
0,TBR_2013,Tampa Bay Rays,"{'home_team': {'team_name': 'Tampa Bay Rays', 'inning_data': {'1': '0', '2': '0', '3': '0', '4': '0', '5': '0', '6': '4', '7': '3', '8': '0', '9': '1'}, 'other_box_score_data': {'runs': '8', 'hits': '14', 'errors': '0'}}, 'away_team': {'team_name': 'Baltimore Orioles', 'inning_data': {'1': '3', '2': '0', '3': '0', '4': '0', '5': '0', '6': '1', '7': '1', '8': '1', '9': '1'}, 'other_box_score_data': {'runs': '7', 'hits': '11', 'errors': '0'}}}",TBR20130403,2013,Tampa Bay Rays,"['0', '0', '0', '0', '0', '4', '3', '0', '1']","{'runs': '8', 'hits': '14', 'errors': '0'}",Baltimore Orioles,"['3', '0', '0', '0', '0', '1', '1', '1', '1']","{'runs': '7', 'hits': '11', 'errors': '0'}",home,1.0,0.0
0,nan_2013,,,,,,,,,,,,,
0,nan_2013,,,,,,,,,,,,,
0,TEX_2013,Texas Rangers,"{'home_team': {'team_name': 'Houston Astros', 'inning_data': {'1': '0', '2': '0', '3': '0', '4': '2', '5': '2', '6': '3', '7': '0', '8': '1', '9': 'X'}, 'other_box_score_data': {'runs': '8', 'hits': '9', 'errors': '0'}}, 'away_team': {'team_name': 'Texas Rangers', 'inning_data': {'1': '0', '2': '0', '3': '0', '4': '0', '5': '0', '6': '2', '7': '0', '8': '0', '9': '0'}, 'other_box_score_data': {'runs': '2', 'hits': '6', 'errors': '1'}}}",TEX20130331,2013,Houston Astros,"['0', '0', '0', '2', '2', '3', '0', '1', 'X']","{'runs': '8', 'hits': '9', 'errors': '0'}",Texas Rangers,"['0', '0', '0', '0', '0', '2', '0', '0', '0']","{'runs': '2', 'hits': '6', 'errors': '1'}",away,0.0,0.0
0,TEX_2013,Texas Rangers,"{'home_team': {'team_name': 'Houston Astros', 'inning_data': {'1': '0', '2': '0', '3': '0', '4': '0', '5': '0', '6': '0', '7': '0', '8': '0', '9': '0'}, 'other_box_score_data': {'runs': '0', 'hits': '2', 'errors': '0'}}, 'away_team': {'team_name': 'Texas Rangers', 'inning_data': {'1': '0', '2': '0', '3': '1', '4': '0', '5': '0', '6': '0', '7': '2', '8': '2', '9': '2'}, 'other_box_score_data': {'runs': '7', 'hits': '12', 'errors': '0'}}}",TEX20130402,2013,Houston Astros,"['0', '0', '0', '0', '0', '0', '0', '0', '0']","{'runs': '0', 'hits': '2', 'errors': '0'}",Texas Rangers,"['0', '0', '1', '0', '0', '0', '2', '2', '2']","{'runs': '7', 'hits': '12', 'errors': '0'}",away,1.0,0.0
0,nan_2013,,,,,,,,,,,,,
0,nan_2013,,,,,,,,,,,,,
0,TOR_2013,Toronto Blue Jays,"{'home_team': {'team_name': 'Toronto Blue Jays', 'inning_data': {'1': '0', '2': '0', '3': '1', '4': '0', '5': '0', '6': '0', '7': '0', '8': '0', '9': '0'}, 'other_box_score_data': {'runs': '1', 'hits': '4', 'errors': '0'}}, 'away_team': {'team_name': 'Cleveland Indians', 'inning_data': {'1': '0', '2': '2', '3': '0', '4': '0', '5': '2', '6': '0', '7': '0', '8': '0', '9': '0'}, 'other_box_score_data': {'runs': '4', 'hits': '7', 'errors': '1'}}}",TOR20130402,2013,Toronto Blue Jays,"['0', '0', '1', '0', '0', '0', '0', '0', '0']","{'runs': '1', 'hits': '4', 'errors': '0'}",Cleveland Indians,"['0', '2', '0', '0', '2', '0', '0', '0', '0']","{'runs': '4', 'hits': '7', 'errors': '1'}",home,0.0,0.0
0,TOR_2013,Toronto Blue Jays,"{'home_team': {'team_name': 'Toronto Blue Jays', 'inning_data': {'1': '0', '2': '0', '3': '1', '4': '0', '5': '0', '6': '0', '7': '0', '8': '0', '9': '1', '10': '0', '11': '0'}, 'other_box_score_data': {'runs': '2', 'hits': '5', 'errors': '1'}}, 'away_team': {'team_name': 'Cleveland Indians', 'inning_data': {'1': '0', '2': '0', '3': '1', '4': '0', '5': '0', '6': '0', '7': '0', '8': '1', '9': '0', '10': '0', '11': '1'}, 'other_box_score_data': {'runs': '3', 'hits': '10', 'errors': '0'}}}",TOR20130403,2013,Toronto Blue Jays,"['0', '0', '1', '0', '0', '0', '0', '0', '1', '0', '0']","{'runs': '2', 'hits': '5', 'errors': '1'}",Cleveland Indians,"['0', '0', '1', '0', '0', '0', '0', '1', '0', '0', '1']","{'runs': '3', 'hits': '10', 'errors': '0'}",home,0.0,0.0
0,nan_2013,,,,,,,,,,,,,
0,nan_2013,,,,,,,,,,,,,
0,WSN_2013,Washington Nationals,"{'home_team': {'team_name': 'Washington Nationals', 'inning_data': {'1': '1', '2': '0', '3': '0', '4': '1', '5': '0', '6': '0', '7': '0', '8': '0', '9': 'X'}, 'other_box_score_data': {'runs': '2', 'hits': '5', 'errors': '0'}}, 'away_team': {'team_name': 'Miami Marlins', 'inning_data': {'1': '0', '2': '0', '3': '0', '4': '0', '5': '0', '6': '0', '7': '0', '8': '0', '9': '0'}, 'other_box_score_data': {'runs': '0', 'hits': '3', 'errors': '0'}}}",WSN20130401,2013,Washington Nationals,"['1', '0', '0', '1', '0', '0', '0', '0', 'X']","{'runs': '2', 'hits': '5', 'errors': '0'}",Miami Marlins,"['0', '0', '0', '0', '0', '0', '0', '0', '0']","{'runs': '0', 'hits': '3', 'errors': '0'}",home,1.0,0.0
0,WSN_2013,Washington Nationals,"{'home_team': {'team_name': 'Washington Nationals', 'inning_data': {'1': '0', '2': '0', '3': '0', '4': '0', '5': '1', '6': '0', '7': '1', '8': '1', '9': 'X'}, 'other_box_score_data': {'runs': '3', 'hits': '6', 'errors': '1'}}, 'away_team': {'team_name': 'Miami Marlins', 'inning_data': {'1': '0', '2': '0', '3': '0', '4': '0', '5': '0', '6': '0', '7': '0', '8': '0', '9': '0'}, 'other_box_score_data': {'runs': '0', 'hits': '4', 'errors': '1'}}}",WSN20130403,2013,Washington Nationals,"['0', '0', '0', '0', '1', '0', '1', '1', 'X']","{'runs': '3', 'hits': '6', 'errors': '1'}",Miami Marlins,"['0', '0', '0', '0', '0', '0', '0', '0', '0']","{'runs': '0', 'hits': '4', 'errors': '1'}",home,1.0,0.0
